id_estudiante,nombre,apellido,edad,ciudad,correo,telefono,promedio,estado_solicitud,fecha_registro,programa,modalidad,creditos_aprobados,beca,ingresos
451,Valentina,Hernandez,38.0,Bogota,,,3.67,Rechazado,2025-01-15,Doctorado,Virtual,,No,
452,Camila,Lopez,38.0,Bogota,,,3.82,Rechazado,2025-02-15,Ingenieria,Presencial,,Si,
453,Carlos,Gomez,38.0,Barranquilla,carlos.gomez@mail.com,,2.34,Pendiente,2025-03-20,Matematicas,Hibrida,,Si,
454,Carlos,Rodriguez,38.0,Bucaramanga,carlos.rodriguez@mail.com,,4.89,Aprobado,2025-01-15,Doctorado,Presencial,64.0,Si,
455,Ana,Hernandez,38.0,Bucaramanga,ana.hernandez@mail.com,6011234567,3.67,Rechazado,2025-01-15,Ingenieria,Presencial,,Si,
456,Ana,Torres,38.0,Bogota,,,3.67,Pendiente,2025-04-01,Ingenieria,Presencial,,No,
457,Andres,Torres,38.0,Bogota,andres.torres@mail.com,3001234567,3.33,Rechazado,2025-02-15,Ingenieria,Virtual,55.0,No,7597913.0
458,Valentina,Gomez,38.0,Medellin,,,3.67,Rechazado,2025-02-15,Ingenieria,Hibrida,,No,
459,Jorge,Torres,38.0,Barranquilla,jorge.torres@mail.com,3001234567,3.67,Rechazado,2025-03-20,Matematicas,Presencial,27.0,Si,
460,Jorge,Hernandez,38.0,Bogota,,6011234567,3.67,Rechazado,,Fisica,Virtual,93.0,Si,
461,Luisa,Rodriguez,19.0,Bucaramanga,luisa.rodriguez@mail.com,,3.67,Rechazado,,Ingenieria,Presencial,,No,
462,Carlos,Castro,38.0,Bogota,,,3.67,En Proceso,2025-01-15,Ingenieria,Presencial,,No,2374845.0
463,Andres,Lopez,38.0,Bucaramanga,,,3.67,En Proceso,2025-04-01,Doctorado,Hibrida,,No,
464,Andres,Lopez,38.0,Bogota,,,3.67,Aprobado,2025-03-20,Fisica,Presencial,60.0,No,
465,Maria,Castro,23.0,Cali,,3001234567,3.72,Rechazado,2025-02-15,Ingenieria,Hibrida,,Si,1469389.0
466,Valentina,Castro,38.0,Medellin,,3001234567,3.67,Aprobado,,Fisica,Hibrida,111.0,Si,
467,Pedro,Torres,38.0,Bucaramanga,,6011234567,3.67,En Proceso,,Doctorado,Virtual,,No,
468,Andres,Castro,38.0,Cali,,,3.67,Aprobado,,Doctorado,Presencial,,Si,
469,Maria,Martinez,38.0,Bogota,,,3.67,Aprobado,,Ingenieria,Presencial,,No,4452834.0
470,Camila,Rodriguez,38.0,Cali,,3001234567,3.21,Rechazado,2025-01-15,Matematicas,Presencial,,No,
471,Maria,Rodriguez,38.0,Medellin,maria.rodriguez@mail.com,6011234567,3.67,Rechazado,2025-01-15,Matematicas,Presencial,,Si,4044357.0
472,Pedro,Castro,38.0,Bogota,,,3.67,Aprobado,,Ingenieria,Presencial,,No,
473,Andres,Rodriguez,33.0,Cali,andres.rodriguez@mail.com,,3.67,Aprobado,2025-02-15,Matematicas,Presencial,34.0,Si,
474,Pedro,Castro,44.0,Medellin,,,4.35,Pendiente,2025-04-01,Doctorado,Presencial,,No,1701154.0
475,Valentina,Garcia,38.0,Bogota,,,3.67,Rechazado,2025-01-15,Doctorado,Virtual,,Si,
476,Carlos,Rodriguez,35.0,Barranquilla,,,4.1,Pendiente,2025-04-01,Fisica,Presencial,,Si,
477,Pedro,Martinez,38.0,Cali,,3001234567,3.67,Pendiente,,Fisica,Virtual,0.0,No,
478,Camila,Castro,50.0,Bogota,,3001234567,3.67,Rechazado,2025-04-01,Doctorado,Virtual,,Si,1141455.0
479,Luisa,Martinez,44.0,Medellin,,6011234567,3.67,Aprobado,2025-03-20,Doctorado,Presencial,,Si,
480,Juan,Garcia,38.0,Medellin,,3001234567,3.67,Rechazado,,Fisica,Presencial,,No,3944885.0
481,Carlos,Rodriguez,38.0,Medellin,,6011234567,3.67,Aprobado,2025-01-15,Fisica,Presencial,,Si,
482,Luisa,Castro,38.0,Bogota,,,3.67,Aprobado,2025-03-20,Fisica,Presencial,,Si,
483,Juan,Castro,38.0,Bogota,,,4.64,Aprobado,2025-01-15,Ingenieria,Presencial,,No,
484,Juan,Torres,43.0,Cali,juan.torres@mail.com,,4.52,Pendiente,,Ingenieria,Virtual,,Si,
485,Camila,Rodriguez,38.0,Bogota,camila.rodriguez@mail.com,,2.26,Rechazado,,Doctorado,Virtual,,No,
486,Andres,Rodriguez,22.0,Bogota,,3001234567,3.67,En Proceso,,Ingenieria,Presencial,,Si,
487,Valentina,Rodriguez,37.0,Bucaramanga,,3001234567,3.67,Aprobado,,Ingenieria,Presencial,,Si,
488,Pedro,Hernandez,38.0,Bucaramanga,pedro.hernandez@mail.com,3001234567,2.56,Pendiente,,Ingenieria,Presencial,,No,
489,Carlos,Lopez,38.0,Cali,,3001234567,2.87,Pendiente,2025-02-15,Fisica,Presencial,,Si,4278387.0
490,Maria,Hernandez,38.0,Bucaramanga,,,3.67,Rechazado,2025-02-15,Matematicas,Hibrida,,No,
491,Juan,Martinez,38.0,Bucaramanga,,,3.87,En Proceso,2025-01-15,Ingenieria,Virtual,105.0,No,7087061.0
492,Luisa,Gomez,51.0,Bogota,,3001234567,2.87,Aprobado,2025-02-15,Ingenieria,Presencial,,Si,
493,Luisa,Martinez,38.0,Bogota,luisa.martinez@mail.com,3001234567,3.67,Pendiente,2025-02-15,Matematicas,Virtual,,Si,
494,Luisa,Hernandez,38.0,Barranquilla,luisa.hernandez@mail.com,6011234567,4.64,Pendiente,,Doctorado,Presencial,,No,
495,Andres,Martinez,38.0,Medellin,,,3.67,Pendiente,2025-01-15,Ingenieria,Hibrida,,No,
496,Camila,Rodriguez,38.0,Barranquilla,,,3.67,En Proceso,2025-03-20,Ingenieria,Hibrida,,Si,
497,Valentina,Castro,38.0,Bogota,,6011234567,2.62,En Proceso,2025-03-20,Ingenieria,Hibrida,,No,
498,Jorge,Rodriguez,24.0,Medellin,,,3.67,Aprobado,2025-04-01,Matematicas,Presencial,,Si,
499,Luisa,Torres,38.0,Barranquilla,,,3.67,Aprobado,2025-01-15,Ingenieria,Virtual,107.0,Si,5637641.0
